D1039755	1490177
D275020	1496058
D931197	1498619
D1516477	1503605
D345647	1506517
D989255	1513699
D502130	1518657
D2465189	1521892
D1045602	1522646
D3561691	1525163
D1545479	1528396
D3125396	1536470
D1545023	1556364
D280453	1560648
D2675635	1563071
D2493595	1564241
D2306806	1568060
D556738	1575555
D3476762	1577035
D1184956	1578638
D104544	1581797
D3514867	1583133
D2487720	1587991
D3290920	1598071
D1582820	1604816
D746983	1606330
D312060	1607964
D1015707	1611566
D141984	1615300
D2034234	1620095
D3458370	1661156
D413254	1664610
D1321386	1666977
D1737608	1671014
D254743	1680547
D697339	1692529
D377116	1694732
D3124550	1695175
D697847	1696989
D781653	1697166
D2998574	1698599
D943850	1699423
D3126249	1700707
D2120508	1707071
D1316055	1710381
D397084	1715915
D946349	1718567
D2214497	1759010
D1615975	1760358
D1810632	1762849
D2791721	1763486
D3454214	1771473
D3047278	1774004
D617538	1776657
D1383417	1789125
D177871	1795869
D1261766	1796943
D3551208	1799978
D269788	1810969
D3474530	1815540
D1941011	1839756
D199739	1841552
D1948185	1842198
D2237568	1844036
D1997643	1847120
D2334908	1847523
D1555828	1853418
D81731	1854971
D1141405	1870995
D3264708	1871473
D517553	1873384
D2580583	1879958
D2163332	1884481
D417751	1884481
D840901	1886340
D777597	1888864
D2138725	1892262
D480184	1895594
D36263	1897778
D2871157	1898162
D1180758	1900120
D1464771	1908546
D3458285	1910374
D3159621	1913757
D121145	1915049
D2319742	1915698
D1151623	1925082
D1525061	1928069
D3085871	1932170
D2720500	1935232
D1737917	1944096
D3035145	1961417
D3136314	1990827
D3190221	1993440
D2244592	1994921
D3351104	1998023
D366210	2001280
D3141782	2005409
D2483104	2024616
D1111012	2028235
D952329	2037258
D3407112	2045421
D1009134	2050356
D1861383	2057399
D1580150	2076609
D1890892	2081275
D2571943	2086878
D117360	2088318
D1413048	2093350
D2507582	2098728
D2884613	2101842
D933279	2103222
D2221673	2107056
D669395	2107538
D572578	2108162
D2119533	2109252
D25385	2109430
D2074146	2118020
D2758519	2119401
D2696284	2131914
D1320108	2132863
D1415140	2138707
D2753448	2139128
D1414278	2142173
D2806257	2142503
D995416	2145789
D571959	2173583
D3315258	2177200
D259122	2178246
D3554728	2182925
D1547804	2189592
D524640	2195498
D1619964	2204614
D634423	2207605
D814319	2214134
D1069268	2214818
D2839400	2216782
D2826055	2220397
D2000605	2230594
D2134472	2232483
D1571514	2234573
D1483444	2238931
D1820053	2253654
D498955	2259238
D1777056	2295343
D672008	2298318
D1628323	2305987
D3184900	2318835
D2935323	2321630
D2503770	2322298
D1903864	2326191
D174548	2328451
D2390245	2330714
D2210718	2332040
D2187194	2335547
D1010917	2339044
D3327979	2398220
D3354342	2398602
D1358700	2402762
D1639531	2405772
D1419493	2408524
D398204	2421163
D1525226	2425191
D881123	2431652
D185544	2439269
D1081736	2444943
D850763	2450831
D189313	2455538
D3545237	2460487
D1626990	2465098
D2860567	2469254
D2066498	2472199
D2742696	2474291
D3180369	2488349
D2680384	2490353
D869978	2501489
D1942214	2733538
D3011245	2736469
D1637040	2741055
D842083	2744805
D3034934	2749756
D50223	2752326
D2857571	2754537
D1944398	2756229
D2057969	2757040
D2751442	2758529
D2984031	2762434
D698327	2765681
D2595522	2778761
D396233	2785754
D2022343	2850199
D3202809	2854002
D152118	2866189
D1852861	2871116
D3082140	2872944
D3118216	2875487
D2927568	2877086
D765018	2880729
D1847182	2886938
D462794	2888945
D2388773	2892926
D550180	2900768
D3406850	2902683
D1860589	2905311
D1094597	2927650
D1912626	2930585
D242632	2932924
D429405	2935351
D1385901	2937999
D2518779	2949343
D1332958	2949537
D2865138	2952709
D2399869	2957091
D590714	2969446
D3551636	2970325
D1904719	2971074
D2243018	2980239
D2281270	2983694
D1392856	2987813
D1015955	2989734
D3539404	2991124
D2975914	2998255
D1854843	3001434
D563683	3003134
D1865347	3008977
D1322784	3010844
D1176091	3015765
D119003	3017192
D252171	3018143
D516277	3022555
D753670	3025747
D1943905	3028602
D2155038	3029704
D497790	3076148
D2918545	3078461
D995751	3080364
D3219682	3081880
D1590012	3083648
D406741	3094762
D2887467	3096059
D1500442	3099276
D3434013	3107358
D1370660	3108281
D1318038	3110823
D2451184	3113851
D3190970	3140944
D125114	3145837
D748774	3149775
D2154054	3150389
D3349701	3155225
D2864643	3157118
D2865194	3161728
D2665162	3163322
D2953994	3168824
D1689592	3169444
D2052389	3194162
D327699	3207160
D468813	3258506
D307971	3259975
D1329916	3271418
D281760	3273928
D269163	3286355
D2819479	3291585
D695719	3296592
D990421	3300930
D3041874	3302558
D1627510	3326095
D2958299	3327458
D331634	3334619
D1380485	3335353
D1143415	3338735
D423387	3339968
D2291596	3347446
D822291	3350734
D2657101	3363404
D1191126	3389128
D1748620	3413120
D3026191	3414527
D3530240	3418528
D244278	3420997
D1041929	3423013
D1387377	3427686
D681233	3443788
D1238879	3444386
D83803	3446034
D2914355	3453829
D298375	3461451
D779869	3463564
D617516	3465314
D3086613	3493257
D3336956	3507336
D2164163	3514382
D2927167	3523727
D2653411	3531342
D1058021	3532904
D1567492	3557436
D247955	3559602
D2416674	3571338
D379073	3572590
D2848111	3577388
D529936	3580074
D3406133	3583388
D2001219	3590308
D3398402	3597306
D924170	3600796
D2447120	3603928
D1352628	3606145
D1671362	3610172
D1328206	3611409
D1272390	3615833
D3044405	3619270
D2933214	3621109
D885934	3641477
D149824	3643069
D3420189	3644921
D2419584	3646495
D3466108	3647092
D151352	3657765
D776094	3676339
D2694884	3679372
D1971660	3680768
D2891215	3684693
D391011	3688694
D2391665	3700793
D754013	3705997
D3226765	3708617
D95171	3712572
D1817306	3714089
D3558876	3720050
D7436	3725733
D199565	3730578
D3326619	3776337
D2994019	3894393
D553291	3899952
D948609	3910672
D758497	3913172
D2774350	3919206
D2017221	3930121
D2856411	3956341
D844456	3965481
D1748470	4018204
D3187190	4022629
D1357150	4024079
D2476240	4035690
D597483	4039047
D1831532	4045550
D291311	4063163
D322191	4063501
D314489	4085524
D3393179	4089615
D2741693	4089717
D3217949	4097419
D874696	4106232
D1494667	4115447
D2144312	4117554
D1183261	4118240
D3245440	4124691
D3521380	4126835
D1924509	4131575
D103957	4135573
D468787	4139548
D3180599	4153891
D123728	4157610
D617028	4161909
D3553226	4170307
D3116539	4172305
D2145455	4174136
D1992427	4176481
D1448412	4180879
D370332	4181443
D1788459	4183665
D3372160	4239428
D2019560	4242795
D449281	4245420
D1901649	4253044
D736526	4257172
D542885	4261173
D1201460	4266401
D653169	4273996
D1614118	4294494
D3008262	4295968
D588302	4298761
D3311723	4300419
D1395971	4305001
D837336	4309749
D2717938	4312668
D184781	4314116
D328168	4323808
D897749	4327272
D132222	4339422
D1516252	4342841
D741258	4354852
D2132548	4365478
D1038349	4371709
D2709792	4378445
D2383172	4384779
D2833349	4387114
D1643791	4387903
D191183	4393090
D3284604	4441606
D2452539	4446431
D3542627	4447601
D1653849	4448265
D1333031	4450381
D1260511	4451529
D2883599	4455532
D324841	4458812
D296920	4465560
D1167338	4470844
D2053871	4471754
D2232747	4474019
D1533840	4479393
D632222	4481521
D1352507	4482011
D3173596	4488373
D525486	4489499
D2612914	4496863
D1981311	4496863
D194131	4504920
D402073	4507280
D2798220	4515348
D1021425	4522106
D2337044	4524818
D918400	4526310
D1851623	4534914
D77060	4537983
D436341	4538941
D2429935	4543798
D728342	4544625
D271347	4548319
D2850240	4551873
D1925499	4553209
D2072932	4555996
D2565004	4575039
D2377752	4599703
D1949748	4602999
D1758151	4605116
D2401157	4607237
D340699	4618402
D596611	4620336
D1492262	4623384
D2770501	4627995
D896130	4635374
D3490550	4636538
D2635882	4643227
D1640254	4644092
D2817893	4646349
D2398963	4656295
D3169072	4659402
D541009	4664178
D1830585	4685420
D3214462	4688881
D1050212	4690701
D1252607	4696354
D2229442	4703015
D868064	4703562
D1636448	4707147
D772678	4709573
D3544418	4712668
D1957645	4716223
D2329534	4721824
D1246361	4728636
D2078971	4731005
D534199	4733670
D2764154	4736858
D3097785	4739580
D3432237	4739847
D803712	4744289
D115086	4750353
D635829	4755272
D2464639	4757576
D289318	4758897
D1980916	4763055
D3045417	4769060
D2603847	4774879
D3237277	4777988
D239812	4788686
D2726795	4798212
D953799	4799802
D2977840	4803946
D3038326	4807539
D16445	4808171
D616766	4813138
D3534644	4816520
D3314498	4826651
D2396718	4831370
D1062744	4834792
D2808960	4840748
D470776	4842334
D1444397	4847307
D324478	4850564
D2989440	4874348
D1997514	4874868
D547468	4876440
D2946415	4878193
D6983	4879769
D3252802	4886741
D828245	4888795
D126125	4889760
D47651	4905142
D3087641	4909535
D1396633	4911008
D2399816	4921051
D1023302	4921236
D594891	4925067
D1345525	4925682
D2433683	4938292
D2755391	4939622
D3133742	4940505
D17157	4946291
D3006617	4948697
D2364154	4951992
D377630	4958738
D1354667	4977834
D2967603	4979908
D787958	4980046
D2702969	4983766
D806236	4988422
D921915	5064547
D586211	5071013
D221407	5084638
D1398190	5087934
D3209630	5091149
D3197715	5093783
D919322	5098381
D1314673	5099421
D3195202	5103526
D1046012	5106739
D1564636	5108790
D1939209	5124277
D1958170	5150645
D884637	5153297
D1545177	5182810
D2193073	5215078
D2898788	5218572
D2842912	5221086
D227291	5225567
D1079882	5231864
D1780867	5261299
D2876720	5276610
D3501479	5278767
D3196157	5288181
D3308762	5293850
D405540	5298412
D3292302	5303592
D1246208	5305747
D1648440	5307398
D1085949	5314627
D2579247	5315815
D3535163	5320410
D795219	5325340
D1084699	5332392
D246938	5333830
D3464715	5335172
D1451832	5347645
D106264	5350392
D2132123	5351632
D995458	5357171
D2336966	5358572
D3115182	5363889
D1336669	5381894
D1177831	5383264
D70387	5386524
D1990088	5391512
D2646542	5484396
D501526	5499144
D3417358	5500838
D3263569	5504775
D3009322	5506481
D1736882	5509516
D2464719	5513082
D3224099	5514460
D390287	5531604
D1801049	5533207
D2409328	5537862
D865101	5552497
D362610	5558255
D3053140	5561228
D284968	5567273
D2188048	5570770
D1277525	5577274
D3475419	5582623
D2954727	5587544
D1822932	5589161
D782741	5590005
D239324	5593261
D2742747	5593849
D2144033	5600681
D3273771	5602766
D1027211	5606411
D2479482	5616715
D531966	5621939
D3498150	5624045
D2713967	5626642
D2827795	5629849
D762261	5632242
D441716	5635062
D3413118	5635639
D2855261	5642402
D2002872	5653578
D2538105	5656062
D1972023	5663118
D700793	5667733
D2987644	5667802
D1028328	5698346
D2713182	5703187
D3405736	5709125
D250647	5714777
D2516874	5715477
D237340	5719668
D1354088	5725391
D1279043	5728395
D178418	5730435
D868869	5732998
D1003664	5743249
D1410988	5745837
D2185715	5747202
D571668	5753503
D597014	5757176
D1779374	5762097
D2722065	5763476
D299276	5772071
D2832684	5773236
D2398455	5774061
D1570373	5785233
D3133110	5791663
D1486676	5794062
D552310	5795475
D2518743	5802599
D843672	5809538
D2070784	5817849
D508431	5822261
D562378	5827749
D2513280	5846675
D592482	5847947
D3046946	5861063
D3454246	5865729
D1033060	5870206
D2156394	5872997
D1709636	5876049
D1666193	5880190
D2825562	5880993
D2772530	5883799
D1591894	5885982
D1701149	5950420
D856739	5951389
D565749	6016832
D3226891	6026326
D515047	6027143
D584812	6030478
D1530862	6033432
D3078015	6036518
D2059883	6046609
D3336587	6046733
D358752	6050076
D187822	6074501
D1148288	6075516
D2161913	6078547
D1349374	6082510
D3144455	6092988
D14829	6101587
D1403031	6102522
D3081548	6106824
D1879270	6109061
D1677907	6113980
D2407455	6124014
D1231148	6181224
D1109375	6182567
D3386561	6190474
D457709	6193170
D259268	6204621
D2100687	6205729
D2604698	6215312
D492019	6220987
D3421225	6247284
D1078649	6253291
D1396284	6254941
D2405093	6257513
D491687	6285684
D481886	6301948
D2254563	6305950
D2756106	6307466
D1955158	6314933
D2360971	6327164
D1984557	6328886
D2899343	6333486
D1413592	6419552
D3371476	6429361
D3459267	6433169
D623764	6444847
D744561	6476714
D1455522	6494647
D2681677	6499971
D2426983	6502724
D961003	6504214
D797376	6508889
D1568983	6509245
D1547268	6537689
D2487640	6537830
D692158	6544198
D2331245	6546080
D2470671	6600239
D3116438	6600760
D2274400	6603545
D2590024	6609170
D1248867	6609848
D3244963	6610431
D2710687	6612605
D1937820	6612941
D535668	6616771
D1583301	6626228
D2825084	6630170
D3420765	6634071
D3123987	6641067
D130155	6644024
D1328706	6645074
D167248	6646729
D1646260	6649606
D3297566	6651120
D3043371	6652209
D3419882	6662517
D1639054	6663611
D330090	6665214
D1102618	6666166
D2226740	6728960
D2006623	6731549
D757680	6732159
D271427	6746216
D219605	6771540
D2089371	6774780
D3513928	6777402
D2174717	6778698
D1690480	6782513
D422326	6790075
D156125	6791735
D829835	6796995
D3201458	6829851
D2912786	6843394
D1307775	6845056
D1186929	6847886
D2199819	6848921
D973555	6852349
D2528614	6870612
D909479	6871338
D2657999	6877423
D385538	6895123
D2322697	6897641
D728684	6898600
D1664102	6903176
D2463448	6905168
D1704643	6919603
D1912628	6923765
D1257983	6924682
D1986348	6933604
D1898139	6933790
D1327204	6935080
D2869319	6942729
D1597589	6950619
D3135617	6955215
D1954332	6960292
D3022124	6966329
D2665124	6966873
D92533	6967530
D1697177	6970988
D392786	6978088
D1194228	6989624
D1359850	6995274
D1236939	6997419
D2640755	7009118
D3298458	7011610
D1449214	7015374
D3056081	7018686
D991742	7024210
D2771901	7028660
D311589	7030277
D1614003	7033327
D2854120	7035298
D2169879	7107486
D239378	7108001
D1010196	7108663
D3219799	7130449
D409031	7131796
D1948202	7134633
D2940943	7139586
D220300	7173674
D1318278	7214507
D2307409	7218478
D2022970	7223734
D2271449	7224022
D2930525	7225788
D649360	7240432
D1856803	7243708
D3211777	7247699
D1267915	7248085
D1313235	7252030
D2705163	7254330
D521811	7258718
D2858498	7259418
D3147043	7264075
D3461634	7268552
D961794	7277666
D1192707	7278578
D3142484	7284905
D920158	7293989
D3016881	7297425
D1813110	7305081
D973451	7305081
D2672274	7307235
D2326504	7310399
D3491584	7313614
D2610831	7322621
D1241456	7327604
D1490340	7329546
D2112968	7334654
D561560	7343818
D2937381	7350156
D3071074	7352509
D849596	7353269
D3292414	7353897
D3051622	7356235
D272170	7356404
D422221	7358513
D1491541	7387824
D2488009	7391614
D752663	7400738
D2814480	7402251
D1631330	7404434
D2721190	7406258
D1530744	7406769
D2706375	7413597
D1102290	7417263
D1846543	7429874
D1902678	7439188
D2845390	7441855
D2849000	7490255
D1146463	7501312
D794360	7501534
D3161482	7504026
D1127836	7514076
D2209158	7515071
D3080144	7519262
D2129964	7521672
D1900510	7527388
D38802	7529615
D1859782	7554530
D1697834	7562076
D1848131	7569600
