model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 E Class,2007,4880,Automatic,58000,Diesel,315,37.2,3.0
 S Class,2015,38980,Automatic,11000,Petrol,270,33.2,4.7
 SLK,2010,7495,Manual,59147,Petrol,300,36.2,1.8
 C Class,2007,3790,Automatic,99000,Petrol,555,28.8,2.5
 C Class,2007,3890,Automatic,87000,Petrol,325,32.5,1.8
 CL Class,2015,17863,Semi-Auto,14360,Diesel,20,62.8,2.1
 GLA Class,2015,17624,Automatic,29505,Diesel,125,55.4,2.1
 A Class,2018,18220,Automatic,10361,Diesel,145,68.9,1.5
 SL CLASS,2017,18775,Automatic,19522,Diesel,30,70.6,2.1
 SL CLASS,2017,20745,Automatic,23103,Diesel,30,70.6,2.1
 A Class,2019,18118,Automatic,15561,Diesel,145,68.9,1.5
 A Class,2019,17990,Automatic,14783,Diesel,145,65.7,1.5
 SL CLASS,2019,28491,Semi-Auto,9477,Petrol,145,47.1,2.0
 A Class,2018,18888,Automatic,11565,Diesel,145,67.3,1.5
 A Class,2019,19840,Automatic,6781,Petrol,145,28.5,1.3
 A Class,2019,18241,Automatic,15722,Diesel,145,65.7,1.5
 A Class,2019,18141,Automatic,15689,Diesel,145,65.7,1.5
 GLS Class,2016,37385,Automatic,21169,Diesel,305,37.2,3.0
 CLS Class,2017,26166,Automatic,9165,Diesel,150,51.4,3.0
 B Class,2019,24616,Automatic,3710,Diesel,145,55.4,2.0
 C Class,2019,30403,Automatic,3000,Petrol,145,46.3,1.5
 SL CLASS,2019,30670,Automatic,3000,Petrol,145,47.1,2.0
 C Class,2020,30960,Automatic,3000,Diesel,145,64.2,2.0
 A Class,2020,24107,Automatic,3500,Diesel,145,62.8,1.5
 C Class,2019,24510,Automatic,11368,Diesel,145,58.9,1.6
 GL Class,2016,35371,Automatic,14253,Diesel,325,36.2,3.0
 GLC Class,2019,33729,Automatic,11301,Diesel,145,56.5,2.1
 C Class,2019,29623,Automatic,7500,Diesel,145,64.2,2.0
 C Class,2019,27964,Automatic,5617,Diesel,145,57.7,2.0
 B Class,2019,21394,Automatic,9573,Petrol,145,45.6,1.3
 B Class,2019,20882,Automatic,14257,Petrol,145,45.6,1.3
 CLS Class,2019,37352,Automatic,3000,Diesel,150,45.6,2.0
 C Class,2018,18051,Automatic,11319,Diesel,145,65.7,1.6
 C Class,2019,24433,Automatic,2326,Petrol,145,46.3,1.5
 GLC Class,2019,37116,Automatic,6250,Diesel,145,40.9,2.0
 GLA Class,2019,22375,Automatic,13850,Diesel,145,67.3,2.1
 C Class,2019,24915,Automatic,13101,Diesel,145,61.4,2.0
 E Class,2019,29991,Automatic,10356,Diesel,145,70.6,2.0
 A Class,2019,22596,Automatic,5382,Diesel,145,62.8,1.5
 A Class,2019,22730,Automatic,1521,Diesel,145,56.5,2.0
 C Class,2019,26154,Automatic,14696,Diesel,145,56.5,2.0
 E Class,2020,35438,Automatic,3500,Diesel,145,42.8,2.0
 C Class,2019,27980,Automatic,3168,Diesel,145,55.4,2.0
 C Class,2019,28250,Automatic,3477,Diesel,145,61.4,2.0
 B Class,2019,23280,Automatic,6441,Petrol,145,44.1,1.3
 C Class,2017,15700,Automatic,19023,Diesel,145,65.7,2.1
 CLA Class,2017,18790,Automatic,8423,Diesel,150,67.3,2.1
 GLE Class,2020,54995,Automatic,6700,Diesel,150,32.8,3.0
 A Class,2018,20450,Automatic,6511,Diesel,150,65.7,1.5
 A Class,2014,11980,Automatic,66690,Diesel,20,64.2,2.1
 C Class,2017,19890,Automatic,26878,Petrol,150,48.7,2.0
 GLA Class,2018,20350,Automatic,24556,Diesel,145,56.5,2.1
 E Class,2017,22890,Automatic,34934,Diesel,150,61.4,2.0
 A Class,2017,18890,Automatic,7875,Petrol,150,53.3,1.6
 B Class,2017,15480,Automatic,23290,Diesel,20,68.9,2.1
 E Class,2016,16480,Automatic,48889,Diesel,125,58.9,2.1
 CLA Class,2017,20480,Automatic,31949,Diesel,150,58.9,2.1
 GLC Class,2016,25780,Automatic,34358,Diesel,125,56.5,2.1
 C Class,2017,21000,Automatic,25000,Hybrid,140,134.5,2.0
 GLA Class,2016,17800,Automatic,34092,Diesel,125,56.6,2.1
 B Class,2019,20700,Automatic,14931,Petrol,145,45.6,1.3
 C Class,2016,17890,Automatic,44184,Petrol,125,50.4,2.0
 C Class,2009,4200,Automatic,96000,Diesel,235,42.2,2.1
 E Class,2017,20998,Semi-Auto,21352,Diesel,20,72.4,2.0
 GLA Class,2015,18998,Semi-Auto,33114,Diesel,125,56.5,2.1
 C Class,2017,24998,Semi-Auto,28234,Petrol,160,43.5,2.0
 CL Class,2015,17498,Manual,15557,Petrol,125,50.4,1.6
 C Class,2016,19498,Semi-Auto,22803,Diesel,30,61.4,2.1
 C Class,2018,23498,Semi-Auto,17093,Diesel,145,67.3,2.1
 E Class,2014,15998,Semi-Auto,43125,Diesel,200,45.6,3.0
 S Class,2016,28498,Semi-Auto,30135,Diesel,200,47.9,3.0
 CL Class,2015,16498,Manual,25920,Petrol,125,51.4,1.6
 GLC Class,2020,37998,Semi-Auto,5538,Diesel,150,40.9,2.0
 C Class,2014,16995,Automatic,37600,Diesel,30,64.2,2.1
 A Class,2016,27995,Automatic,13000,Petrol,200,40.9,2.0
 S Class,2015,29995,Automatic,17700,Diesel,200,48.7,3.0
 GLC Class,2017,26995,Semi-Auto,37950,Diesel,145,56.5,2.1
 C Class,2017,24995,Automatic,14000,Petrol,145,47.1,2.0
 GLE Class,2016,29995,Automatic,27700,Diesel,200,47.9,2.1
 A Class,2019,18995,Semi-Auto,21400,Petrol,145,53.3,1.3
 B Class,2015,11995,Semi-Auto,41500,Diesel,20,67.3,1.5
 G Class,2015,52995,Semi-Auto,34400,Diesel,570,25.2,3.0
 E Class,2017,23995,Semi-Auto,19300,Diesel,30,65.7,2.0
 E Class,2015,17698,Semi-Auto,27622,Diesel,145,54.3,3.0
 CLS Class,2014,15998,Semi-Auto,31815,Diesel,145,54.3,2.1
 E Class,2016,20298,Semi-Auto,25273,Diesel,145,54.3,3.0
 C Class,2014,12998,Semi-Auto,52712,Diesel,20,64.2,2.1
 A Class,2013,11998,Semi-Auto,54060,Diesel,30,64.2,2.1
 C Class,2017,17998,Semi-Auto,59858,Diesel,145,64.2,2.1
 GLA Class,2016,16998,Semi-Auto,50543,Diesel,125,56.5,2.1
 S Class,2019,48998,Semi-Auto,375,Diesel,145,52.3,3.0
 C Class,2019,28998,Manual,22,Petrol,145,48.7,1.6
 E Class,2019,46998,Semi-Auto,3325,Petrol,145,32.5,3.0
 A Class,2017,17498,Semi-Auto,16244,Diesel,145,74.3,1.5
 S Class,2016,26498,Semi-Auto,36121,Diesel,200,47.9,3.0
 B Class,2013,8998,Semi-Auto,46108,Diesel,30,64.2,1.8
 GLA Class,2016,19498,Semi-Auto,27846,Diesel,125,56.5,2.1
 E Class,2017,20498,Semi-Auto,20195,Diesel,20,72.4,2.0
 C Class,2018,22998,Semi-Auto,18739,Diesel,150,60.1,2.1
 C Class,2016,12998,Manual,53453,Diesel,20,70.6,2.1
 C Class,2016,22998,Semi-Auto,23090,Diesel,30,65.7,2.1
 S Class,2015,27998,Semi-Auto,14158,Diesel,200,47.9,3.0
 S Class,2015,26498,Semi-Auto,27343,Diesel,200,48.7,3.0
 V Class,2017,27998,Semi-Auto,58590,Diesel,235,44.8,2.2
 E Class,2019,36998,Semi-Auto,5211,Diesel,145,70.6,2.0
 GLC Class,2017,26998,Semi-Auto,9172,Diesel,145,56.5,2.1
 E Class,2015,19498,Semi-Auto,26999,Diesel,160,51.4,3.0
 C Class,2019,25498,Semi-Auto,8150,Diesel,145,60.1,1.6
 E Class,2019,28998,Semi-Auto,26100,Diesel,145,65.7,2.0
 C Class,2019,24998,Semi-Auto,9344,Diesel,145,55.4,2.0
 GLA Class,2020,27998,Semi-Auto,3930,Petrol,150,35.8,1.6
 GLC Class,2019,35998,Semi-Auto,7540,Diesel,145,40.9,2.0
 GLC Class,2019,32998,Semi-Auto,12831,Diesel,145,44.8,2.0
 GLE Class,2016,24998,Semi-Auto,42913,Diesel,200,47.9,2.1
 C Class,2017,21498,Semi-Auto,20981,Diesel,30,64.2,2.1
 E Class,2017,20998,Semi-Auto,22930,Diesel,145,72.4,2.0
 S Class,2016,25498,Semi-Auto,44072,Diesel,200,47.9,3.0
 B Class,2015,13498,Semi-Auto,20789,Diesel,20,67.3,1.5
 A Class,2016,16998,Semi-Auto,29160,Diesel,20,67.3,2.1
 SL CLASS,2019,32998,Semi-Auto,2403,Petrol,145,47.1,2.0
 B Class,2019,21498,Manual,4653,Petrol,145,45.6,1.3
 E Class,2014,13998,Semi-Auto,33404,Diesel,125,58.9,2.1
 C Class,2017,18998,Semi-Auto,23760,Diesel,30,64.2,2.1
 C Class,2016,17998,Manual,26100,Diesel,20,68.9,2.1
 C Class,2019,28498,Semi-Auto,4285,Diesel,145,61.4,2.0
 C Class,2016,18998,Semi-Auto,28388,Diesel,30,64.2,1.6
 A Class,2019,19498,Semi-Auto,14899,Diesel,145,68.9,1.5
 C Class,2017,20998,Semi-Auto,16902,Diesel,145,60.1,2.1
 B Class,2019,20998,Semi-Auto,10713,Petrol,145,45.6,1.3
 M Class,2015,21498,Semi-Auto,43339,Diesel,200,39.2,2.1
 E Class,2017,19998,Semi-Auto,46230,Diesel,145,67.3,2.0
 SL CLASS,2017,19498,Semi-Auto,29114,Diesel,30,70.6,2.1
 E Class,2016,20498,Semi-Auto,37915,Diesel,160,51.4,3.0
 SL CLASS,2017,22498,Semi-Auto,11534,Diesel,145,70.6,2.1
 SL CLASS,2017,20998,Semi-Auto,18739,Diesel,145,70.6,2.1
 E Class,2017,20998,Semi-Auto,27671,Diesel,145,72.4,2.0
 A Class,2015,18998,Semi-Auto,23247,Petrol,200,42.8,2.0
 C Class,2018,27498,Semi-Auto,9255,Diesel,145,57.7,2.0
 C Class,2016,16998,Semi-Auto,26973,Diesel,30,65.7,1.6
 E Class,2017,22998,Semi-Auto,16910,Diesel,145,65.7,2.0
 S Class,2015,24498,Semi-Auto,28191,Diesel,200,47.9,3.0
 C Class,2018,27498,Semi-Auto,12491,Diesel,145,65.7,2.1
 A Class,2015,16998,Semi-Auto,39587,Petrol,200,42.8,2.0
 GLA Class,2015,17998,Semi-Auto,42942,Petrol,200,42.8,2.0
 GLC Class,2016,23498,Semi-Auto,46259,Diesel,125,56.5,2.1
 A Class,2017,18298,Semi-Auto,7919,Diesel,145,68.9,2.1
 A Class,2019,22998,Semi-Auto,3770,Petrol,150,53.3,1.3
 C Class,2014,26998,Semi-Auto,24175,Petrol,570,23.5,6.2
 V Class,2018,19998,Manual,14941,Diesel,145,46.3,2.1
 V Class,2018,19498,Manual,21525,Diesel,145,46.3,2.1
 C Class,2014,15998,Semi-Auto,26216,Diesel,30,64.2,2.1
 C Class,2013,9298,Semi-Auto,80485,Diesel,145,54.3,2.1
 CL Class,2014,17298,Semi-Auto,33274,Diesel,30,62.8,2.1
 C Class,2018,20489,Semi-Auto,16900,Diesel,145,61.4,2.1
 M Class,2013,15990,Automatic,51800,Diesel,200,44.8,2.1
 A Class,2013,9995,Semi-Auto,47000,Diesel,20,68.9,1.8
 GL Class,2014,24498,Automatic,67833,Diesel,325,35.3,3.0
 V Class,2016,26490,Semi-Auto,32494,Diesel,200,45.6,2.2
 A Class,2018,22990,Semi-Auto,5491,Petrol,145,45.6,2.0
 A Class,2018,19995,Semi-Auto,2348,Petrol,145,53.3,1.3
 GLA Class,2017,17850,Manual,18692,Petrol,145,48.7,1.6
 A Class,2016,15000,Manual,30761,Diesel,30,62.8,2.1
 C Class,2017,13800,Manual,34015,Diesel,145,70.6,2.1
 V Class,2018,20498,Manual,22011,Diesel,145,46.3,2.1
 C Class,2014,15498,Semi-Auto,36243,Diesel,30,64.2,2.1
 A Class,2019,18995,Semi-Auto,3150,Diesel,145,65.7,1.5
 C Class,2017,20995,Semi-Auto,33000,Diesel,145,58.9,2.1
 C Class,2018,31995,Semi-Auto,11300,Petrol,150,36.2,3.0
 A Class,2017,16995,Semi-Auto,25800,Diesel,150,68.9,2.1
 CL Class,2015,17995,Automatic,41100,Diesel,20,67.3,2.1
 GLC Class,2016,28995,Semi-Auto,31600,Diesel,145,56.5,2.1
 V Class,2018,35995,Automatic,7000,Diesel,145,45.6,2.2
 C Class,2017,23995,Semi-Auto,32800,Diesel,30,65.7,2.1
 GLA Class,2015,16998,Semi-Auto,42129,Diesel,125,56.5,2.1
 GLC Class,2016,21998,Semi-Auto,49986,Diesel,125,56.5,2.1
 GLA Class,2017,30498,Semi-Auto,20085,Petrol,145,38.2,2.0
 C Class,2019,27698,Semi-Auto,14999,Diesel,145,55.4,2.0
 C Class,2016,27498,Semi-Auto,37941,Petrol,260,35.8,3.0
 C Class,2019,32498,Semi-Auto,11301,Diesel,145,61.4,2.0
 GLE Class,2019,54498,Semi-Auto,6279,Diesel,145,32.8,3.0
 GL Class,2016,34998,Semi-Auto,32726,Diesel,325,36.2,3.0
 GLC Class,2016,28998,Semi-Auto,16742,Diesel,145,56.5,2.1
 C Class,2019,24498,Semi-Auto,12629,Diesel,145,61.4,2.1
 SL CLASS,2017,20998,Semi-Auto,13526,Petrol,145,47.9,2.0
 E Class,2015,19698,Semi-Auto,23578,Diesel,150,54.3,3.0
 A Class,2018,23498,Semi-Auto,5189,Petrol,150,53.3,1.3
 A Class,2019,21498,Semi-Auto,6324,Diesel,145,65.7,1.5
 A Class,2019,21498,Semi-Auto,5685,Diesel,145,65.7,1.5
 SL CLASS,2019,64998,Semi-Auto,313,Petrol,145,31.4,4.7
 E Class,2015,19498,Semi-Auto,17167,Diesel,145,54.3,3.0
 C Class,2015,12298,Semi-Auto,68718,Petrol,125,53.3,2.0
 SL CLASS,2017,21998,Semi-Auto,4657,Diesel,145,70.6,2.1
 GLE Class,2016,24998,Semi-Auto,30121,Diesel,205,47.9,2.1
 GLC Class,2017,29998,Semi-Auto,23326,Diesel,150,56.5,2.1
 E Class,2016,15635,Semi-Auto,30132,Diesel,30,64.2,2.1
 C Class,2018,20685,Semi-Auto,21929,Diesel,145,64.2,2.1
 E Class,2017,19498,Semi-Auto,33037,Diesel,150,72.4,2.0
 GLS Class,2018,46998,Semi-Auto,9182,Diesel,145,37.2,3.0
 C Class,2016,20498,Semi-Auto,27968,Diesel,125,60.1,2.1
 GLE Class,2017,30298,Semi-Auto,14786,Diesel,200,47.9,2.1
 E Class,2015,20298,Semi-Auto,28056,Diesel,160,51.4,3.0
 GLC Class,2017,37998,Semi-Auto,20418,Petrol,145,34.0,3.0
 GLE Class,2017,28998,Semi-Auto,31322,Diesel,145,42.8,3.0
 C Class,2014,15298,Semi-Auto,41416,Diesel,30,64.2,2.1
 GLC Class,2016,22998,Semi-Auto,30162,Diesel,125,56.5,2.1
 GLC Class,2018,31998,Semi-Auto,11605,Diesel,145,56.5,2.1
 E Class,2019,36998,Semi-Auto,629,Petrol,145,32.9,2.0
 GLA Class,2016,15998,Semi-Auto,52029,Diesel,125,56.5,2.1
 GLA Class,2015,18498,Semi-Auto,22888,Diesel,125,55.4,2.1
 GLC Class,2016,24998,Semi-Auto,30639,Diesel,125,56.5,2.1
 GLC Class,2018,33998,Semi-Auto,7220,Diesel,145,56.5,2.1
 C Class,2019,33998,Semi-Auto,3814,Petrol,145,44.1,1.5
 C Class,2019,32998,Semi-Auto,17,Petrol,145,46.3,1.5
 CLS Class,2016,21998,Semi-Auto,29306,Diesel,160,51.4,3.0
 GLE Class,2016,28698,Semi-Auto,22707,Diesel,200,47.9,2.1
 C Class,2018,19998,Semi-Auto,15383,Petrol,145,46.3,1.5
 CLS Class,2019,44498,Semi-Auto,5428,Diesel,145,47.9,2.9
 C Class,2015,13998,Manual,24010,Diesel,20,72.4,1.6
 GLE Class,2017,30498,Semi-Auto,19605,Diesel,260,42.8,3.0
 C Class,2019,24498,Semi-Auto,15838,Diesel,145,61.4,2.0
 SL CLASS,2016,18498,Semi-Auto,33502,Diesel,30,70.6,2.1
 A Class,2018,18998,Semi-Auto,12386,Diesel,145,68.9,1.5
 C Class,2016,16498,Semi-Auto,37080,Diesel,20,64.2,2.1
 GLC Class,2016,23998,Semi-Auto,42809,Diesel,125,56.5,2.1
 CL Class,2015,19498,Semi-Auto,20820,Diesel,20,67.3,2.1
 C Class,2016,15498,Semi-Auto,73582,Diesel,30,61.4,2.1
 E Class,2017,19498,Semi-Auto,47007,Diesel,30,65.7,2.0
 CLS Class,2019,39998,Semi-Auto,926,Diesel,145,45.6,2.0
 E Class,2019,38998,Semi-Auto,378,Diesel,145,57.7,2.0
 SL CLASS,2019,32998,Semi-Auto,17,Petrol,145,47.1,2.0
 GLC Class,2019,34998,Semi-Auto,423,Diesel,145,56.5,2.1
 A Class,2019,20998,Semi-Auto,9651,Diesel,145,56.5,2.0
 S Class,2015,27498,Semi-Auto,35236,Diesel,200,47.9,3.0
 SL CLASS,2017,20298,Semi-Auto,20055,Diesel,30,70.6,2.1
 A Class,2018,21998,Semi-Auto,15450,Petrol,150,53.3,1.3
 A Class,2019,21998,Semi-Auto,19324,Petrol,150,53.3,1.3
 A Class,2016,21998,Semi-Auto,17171,Petrol,165,45.6,2.0
 E Class,2016,19498,Semi-Auto,33249,Diesel,145,54.3,3.0
 E Class,2016,18998,Semi-Auto,23951,Diesel,125,58.9,2.1
 E Class,2017,21998,Semi-Auto,16062,Diesel,145,52.3,3.0
 A Class,2017,15245,Manual,22969,Diesel,145,68.9,1.5
 C Class,2014,10995,Manual,98000,Diesel,20,68.9,2.1
 A Class,2013,9995,Manual,83000,Diesel,20,70.6,1.5
 E Class,2017,23995,Semi-Auto,16820,Diesel,145,51.4,3.0
 SL CLASS,2016,28650,Semi-Auto,9262,Petrol,260,36.7,3.0
 M Class,2015,21998,Semi-Auto,37963,Diesel,205,39.2,2.1
 C Class,2014,15698,Semi-Auto,39920,Diesel,30,64.2,2.1
 V Class,2018,20498,Manual,25254,Diesel,145,46.3,2.1
 E Class,2019,39998,Semi-Auto,2675,Hybrid,135,134.5,2.0
 GLA Class,2015,18498,Semi-Auto,18106,Diesel,125,56.6,2.1
 C Class,2016,18498,Semi-Auto,31891,Hybrid,0,134.5,2.0
 GLC Class,2015,24498,Semi-Auto,23487,Diesel,125,56.5,2.1
 V Class,2018,20498,Manual,20841,Diesel,145,46.3,2.1
 V Class,2018,20498,Manual,22033,Diesel,145,46.3,2.1
 C Class,2019,31998,Semi-Auto,2000,Petrol,145,42.2,2.0
 C Class,2019,29998,Semi-Auto,28000,Petrol,145,44.1,2.0
 C Class,2019,24998,Semi-Auto,22400,Petrol,145,44.1,1.5
 S Class,2015,26498,Semi-Auto,34434,Diesel,200,48.7,3.0
 C Class,2019,32998,Semi-Auto,2878,Petrol,145,42.2,2.0
 C Class,2019,32998,Semi-Auto,4500,Petrol,145,42.2,2.0
 C Class,2019,29998,Semi-Auto,836,Petrol,145,43.5,2.0
 GLE Class,2016,30998,Semi-Auto,14149,Diesel,235,42.8,3.0
 SL CLASS,2016,19998,Semi-Auto,27801,Petrol,145,47.9,2.0
 C Class,2017,23998,Semi-Auto,14462,Diesel,20,67.3,2.1
 E Class,2019,48998,Semi-Auto,2669,Diesel,145,47.1,3.0
 C Class,2019,32498,Semi-Auto,1887,Petrol,145,46.3,1.5
 E Class,2017,19998,Semi-Auto,52570,Diesel,30,65.7,2.0
 GLE Class,2016,27998,Semi-Auto,24732,Diesel,200,47.9,2.1
 SL CLASS,2016,18998,Semi-Auto,29302,Diesel,30,70.6,2.1
 GLE Class,2017,28498,Semi-Auto,30825,Diesel,145,47.9,2.1
 E Class,2015,17998,Semi-Auto,42577,Diesel,145,54.3,3.0
 E Class,2015,18498,Semi-Auto,40348,Diesel,145,54.3,3.0
 C Class,2014,15498,Semi-Auto,23772,Diesel,20,64.2,2.1
 C Class,2017,18998,Semi-Auto,28808,Diesel,145,61.4,2.1
 E Class,2016,19998,Semi-Auto,29511,Diesel,30,65.7,2.0
 GLA Class,2014,15698,Semi-Auto,43696,Diesel,145,55.4,2.1
 GLC Class,2016,25998,Semi-Auto,40220,Diesel,145,56.5,2.1
 A Class,2016,15200,Semi-Auto,39057,Diesel,20,74.3,1.5
 M Class,2013,15200,Semi-Auto,61363,Diesel,200,44.8,2.1
 A Class,2016,15200,Semi-Auto,23286,Diesel,20,68.9,2.1
 M Class,2014,15998,Semi-Auto,71657,Diesel,200,44.8,2.1
 C Class,2019,22498,Semi-Auto,10455,Petrol,145,46.3,1.5
 GLA Class,2016,17998,Semi-Auto,39017,Diesel,125,56.5,2.1
 CL Class,2013,11998,Manual,33562,Petrol,125,50.4,1.6
 A Class,2019,21498,Semi-Auto,4138,Diesel,145,65.7,1.5
 C Class,2016,19298,Semi-Auto,27644,Diesel,30,64.2,2.1
 GLE Class,2016,28998,Semi-Auto,34669,Diesel,200,47.9,2.1
 B Class,2017,12498,Manual,29559,Diesel,20,68.9,1.5
 V Class,2018,32998,Semi-Auto,18932,Diesel,145,45.6,2.2
 C Class,2018,29498,Semi-Auto,6265,Diesel,145,54.3,2.0
 C Class,2016,16998,Semi-Auto,21786,Diesel,20,65.7,2.1
 S Class,2015,28998,Semi-Auto,16382,Diesel,200,47.9,3.0
 E Class,2016,20298,Semi-Auto,23411,Diesel,160,52.3,3.0
 SLK,2013,10698,Semi-Auto,66282,Diesel,145,56.5,2.0
 S Class,2015,24998,Semi-Auto,29036,Diesel,160,50.4,3.0
 A Class,2016,15498,Semi-Auto,63454,Diesel,20,74.3,1.5
 GLE Class,2015,25498,Semi-Auto,29078,Diesel,200,47.9,2.1
 E Class,2016,18698,Semi-Auto,31131,Diesel,145,54.3,3.0
 V Class,2017,30998,Semi-Auto,32577,Diesel,145,45.6,2.2
 A Class,2016,12498,Manual,54544,Diesel,20,72.4,1.5
 S Class,2019,46998,Semi-Auto,1042,Diesel,145,52.3,3.0
 C Class,2019,33998,Semi-Auto,1558,Petrol,145,44.1,1.5
 C Class,2019,32998,Semi-Auto,2258,Petrol,145,46.3,1.5
 C Class,2019,30498,Semi-Auto,4977,Diesel,145,57.7,2.0
 CLS Class,2015,19298,Semi-Auto,35866,Diesel,160,49.6,3.0
 A Class,2018,17498,Semi-Auto,15316,Petrol,145,49.6,1.6
